序号, 活动量,光强 ,温度 ,声音强度
0001, 0218, 0000, 0026, 0088
0002, 0248, 0000, 0026, 0088
0003, 0296, 0000, 0026, 0067
0004, 0269, 0000, 0026, 0067
0005, 0264, 0000, 0026, 0066
0006, 0295, 0000, 0026, 0066
0007, 0257, 0000, 0026, 0068
0008, 0275, 0000, 0026, 0068
0009, 0288, 0000, 0026, 0059
0010, 0275, 0000, 0026, 0059
0011, 0000, 0000, 0026, 0073
0012, 0000, 0000, 0026, 0073
0013, -002, -002, -002, -002
0014, -001, 0000, 0000, 0000
0015, -001, 0000, 0000, 0000
0016, -001, 0000, 0000, 0000
0017, -001, 0000, 0000, 0000
0018, -001, 0000, 0000, 0000
0019, -001, 0000, 0000, 0000
0020, -001, 0000, 0000, 0000
0021, -001, 0000, 0000, 0000
0022, -001, 0000, 0000, 0000
0023, -001, 0000, 0000, 0000
0024, -001, 0000, 0000, 0000
0025, -001, 0000, 0000, 0000
0026, -001, 0000, 0000, 0000
0027, -001, 0000, 0000, 0000
0028, -001, 0000, 0000, 0000
0029, -001, 0000, 0000, 0000
0030, -001, 0000, 0000, 0000
0031, -001, 0000, 0000, 0000
0032, -001, 0000, 0000, 0000
0033, -001, 0000, 0000, 0000
0034, -001, 0000, 0000, 0000
0035, -001, 0000, 0000, 0000
0036, -001, 0000, 0000, 0000
0037, -001, 0000, 0000, 0000
0038, -001, 0000, 0000, 0000
0039, -001, 0000, 0000, 0000
0040, -001, 0000, 0000, 0000
0041, -001, 0000, 0000, 0000
0042, -001, 0000, 0000, 0000
0043, -001, 0000, 0000, 0000
0044, -001, 0000, 0000, 0000
0045, -001, 0000, 0000, 0000
0046, -001, 0000, 0000, 0000
0047, -001, 0000, 0000, 0000
0048, -001, 0000, 0000, 0000
0049, -001, 0000, 0000, 0000
0050, -001, 0000, 0000, 0000
0051, -001, 0000, 0000, 0000
0052, -001, 0000, 0000, 0000
0053, -001, 0000, 0000, 0000
0054, -001, 0000, 0000, 0000
0055, -001, 0000, 0000, 0000
0056, -001, 0000, 0000, 0000
0057, -001, 0000, 0000, 0000
0058, -001, 0000, 0000, 0000
0059, -001, 0000, 0000, 0000
0060, -003, -003, -003, -003
0061, -001, 0000, 0000, 0000
0062, 0318, 0000, 0026, 0067
0063, 0220, 0000, 0026, 0056
0064, 0237, 0000, 0026, 0056
0065, 0292, 0000, 0026, 0067
0066, 0240, 0000, 0026, 0067
0067, 0250, 0000, 0026, 0064
0068, 0312, 0000, 0026, 0064
0069, 0352, 0000, 0026, 0071
0070, 0338, 0000, 0026, 0071
0071, 0318, 0000, 0026, 0070
0072, 0261, 0000, 0026, 0070
0073, 0321, 0000, 0026, 0101
0074, 0273, 0000, 0026, 0101
0075, 0000, 0000, 0026, 0067
0076, 0000, 0000, 0026, 0067
0077, 0000, 0000, 0026, 0073
0078, 0293, 0000, 0026, 0073
0079, 0329, 0000, 0026, 0024
0080, 0338, 0000, 0026, 0024
0081, 0293, 0000, 0026, 0064
0082, 0268, 0000, 0026, 0064
0083, 0243, 0000, 0026, 0053
